Kategorija,ID,Model,Compression,Coverage,Density,ROUGE-1,ROUGE-2,ROUGE-L,BERTScore
Beograd,280,Ekstraktivna,17.24,0.0841,0.88,0.3714,0.1765,0.2857,0.6938
Beograd,280,Apstraktivna,13.0606,0.0701,0.303,1.0,1.0,1.0,1.0
Beograd,280,ChatGPT,12.6765,0.0514,0.1765,0.5526,0.2973,0.4737,0.8343
Beograd,280,Gemini,14.8621,0.0374,0.069,0.3529,0.1515,0.2941,0.7692
Beograd,280,Claude,13.0606,0.0374,0.1818,0.2466,0.0,0.1644,0.7192
Beograd,281,Ekstraktivna,9.0877,0.0969,0.9825,0.4854,0.2574,0.2913,0.7907
Beograd,281,Apstraktivna,13.6316,0.0623,0.4737,1.0,1.0,1.0,1.0
Beograd,281,ChatGPT,14.8,0.045,0.2857,0.2439,0.05,0.1707,0.7163
Beograd,281,Gemini,14.3889,0.0727,0.6111,0.5476,0.3659,0.3333,0.8203
Beograd,281,Claude,15.697,0.045,0.2424,0.3133,0.1235,0.241,0.7456
Beograd,282,Ekstraktivna,0.1818,0.5714,0.0909,0.2418,0.0449,0.1319,0.7031
Beograd,282,Apstraktivna,0.2286,0.1429,0.0,1.0,1.0,1.0,1.0
Beograd,282,ChatGPT,0.186,0.2857,0.0465,0.2826,0.0667,0.1957,0.7498
Beograd,282,Gemini,0.2857,0.1429,0.0,0.3143,0.0882,0.2571,0.7622
Beograd,282,Claude,0.25,0.0,0.0,0.2821,0.0526,0.1795,0.7062
Beograd,283,Ekstraktivna,0.1702,0.0,0.0,0.1928,0.0,0.1205,0.6955
Beograd,283,Apstraktivna,0.2963,0.1429,0.0,1.0,1.0,1.0,1.0
Beograd,283,ChatGPT,0.3077,0.1429,0.0,0.2373,0.0,0.2034,0.6867
Beograd,283,Gemini,0.3478,0.1429,0.0,0.1091,0.0,0.1091,0.6734
Beograd,283,Claude,0.2963,0.0,0.0,0.2667,0.0345,0.1667,0.7126
Beograd,284,Ekstraktivna,0.1892,0.1667,0.0541,0.1882,0.0482,0.1647,0.6924
Beograd,284,Apstraktivna,0.2,0.1667,0.0,1.0,1.0,1.0,1.0
Beograd,284,ChatGPT,0.2593,0.1667,0.0741,0.1408,0.029,0.1408,0.6945
Beograd,284,Gemini,0.2593,0.3333,0.0741,0.25,0.0857,0.1944,0.7229
Beograd,284,Claude,0.2917,0.0,0.0,0.2254,0.058,0.1408,0.6965
Beograd,285,Ekstraktivna,0.25,0.375,0.0909,0.3111,0.2045,0.3111,0.7264
Beograd,285,Apstraktivna,0.3235,0.125,0.0588,1.0,1.0,1.0,1.0
Beograd,285,ChatGPT,0.3333,0.25,0.0606,0.2432,0.1111,0.2162,0.7414
Beograd,285,Gemini,0.4074,0.0,0.0,0.2817,0.029,0.1972,0.692
Beograd,285,Claude,0.4074,0.0,0.0,0.2,0.0,0.1429,0.6746
Beograd,286,Ekstraktivna,5.5,0.1449,0.2895,0.2647,0.0746,0.1618,0.6688
Beograd,286,Apstraktivna,9.2889,0.0676,0.1333,1.0,1.0,1.0,1.0
Beograd,286,ChatGPT,10.45,0.0435,0.15,0.3093,0.1053,0.268,0.6976
Beograd,286,Gemini,22.0,0.0483,0.1053,0.2778,0.0857,0.25,0.7318
Beograd,286,Claude,13.0625,0.0242,0.0,0.1556,0.0,0.1111,0.69
Beograd,287,Ekstraktivna,5.4151,0.1475,0.3774,0.198,0.0606,0.1386,0.6883
Beograd,287,Apstraktivna,9.5667,0.0437,0.0667,1.0,1.0,1.0,1.0
Beograd,287,ChatGPT,10.6296,0.0437,0.2222,0.087,0.0,0.087,0.7096
Beograd,287,Gemini,15.9444,0.0437,0.3333,0.2712,0.0,0.2034,0.7637
Beograd,287,Claude,15.1053,0.0219,0.1053,0.2581,0.0333,0.129,0.7147
Beograd,288,Ekstraktivna,5.913,0.12,0.4348,0.234,0.0217,0.1489,0.6823
Beograd,288,Apstraktivna,9.7143,0.04,0.0714,1.0,1.0,1.0,1.0
Beograd,288,ChatGPT,10.88,0.0267,0.0,0.1791,0.0,0.1493,0.6704
Beograd,288,Gemini,17.0,0.0467,0.25,0.1852,0.0385,0.1852,0.7057
