Kategorija,ID,Model,Compression,Coverage,Density,ROUGE-1,ROUGE-2,ROUGE-L,BERTScore
Biznis,409,Claude,41.9565,0.0039,0.087,0.0714,0.0,0.0357,0.6369
Biznis,410,Ekstraktivna,0.1333,0.0,0.0,0.0769,0.0263,0.0769,0.6334
Biznis,410,Apstraktivna,0.2609,0.0,0.0,1.0,1.0,1.0,1.0
Biznis,410,ChatGPT,0.1818,0.0,0.0,0.1159,0.0,0.058,0.6818
Biznis,410,Gemini,0.1579,0.0,0.0,0.1644,0.0282,0.137,0.6648
Biznis,410,Claude,0.1579,0.0,0.0,0.0294,0.0,0.0294,0.6412
Biznis,411,Ekstraktivna,0.119,0.5,0.0476,0.2162,0.0,0.1351,0.6742
Biznis,411,Apstraktivna,0.2273,0.25,0.0,1.0,1.0,1.0,1.0
Biznis,411,ChatGPT,0.2273,0.0,0.0,0.16,0.0,0.12,0.7131
Biznis,411,Gemini,0.1923,0.0,0.0,0.1569,0.0,0.1176,0.6972
Biznis,411,Claude,0.1786,0.25,0.0,0.2143,0.0,0.1429,0.7136
Biznis,412,Ekstraktivna,0.1429,0.6,0.0476,0.2222,0.0328,0.127,0.7128
Biznis,412,Apstraktivna,0.4,0.0,0.0,1.0,1.0,1.0,1.0
Biznis,412,ChatGPT,0.24,0.0,0.0,0.0455,0.0,0.0455,0.6645
Biznis,412,Gemini,0.2069,0.2,0.0,0.1633,0.0851,0.1633,0.6985
Biznis,412,Claude,0.2857,0.0,0.0,0.3902,0.1538,0.3902,0.7709
Biznis,413,Ekstraktivna,0.25,0.1667,0.0,0.1111,0.0,0.1111,0.6838
Biznis,413,Apstraktivna,0.5333,0.0,0.0,1.0,1.0,1.0,1.0
Biznis,413,ChatGPT,0.32,0.0,0.0,0.2667,0.1395,0.1778,0.7272
Biznis,413,Gemini,0.32,0.0,0.0,0.087,0.0,0.087,0.6575
Biznis,413,Claude,0.4,0.0,0.0,0.1463,0.0,0.0976,0.6936
Biznis,414,Ekstraktivna,0.5111,0.2667,0.1778,0.2637,0.0449,0.1978,0.7784
Biznis,414,Apstraktivna,0.6389,0.2667,0.0,1.0,1.0,1.0,1.0
Biznis,414,ChatGPT,0.6571,0.3333,0.1714,0.225,0.0256,0.175,0.7823
Biznis,414,Gemini,0.6053,0.2,0.0,0.2619,0.0244,0.1667,0.7256
Biznis,414,Claude,0.7667,0.0667,0.0,0.2133,0.0274,0.16,0.7641
Biznis,415,Ekstraktivna,0.4103,0.1667,0.0513,0.2118,0.0723,0.2118,0.7209
Biznis,415,Apstraktivna,0.5,0.0,0.0,1.0,1.0,1.0,1.0
Biznis,415,ChatGPT,0.5714,0.0,0.0,0.1493,0.0308,0.1493,0.7297
Biznis,415,Gemini,0.4571,0.0833,0.0,0.3158,0.1351,0.2895,0.7428
Biznis,415,Claude,0.5517,0.0,0.0,0.2059,0.0606,0.1765,0.7634
Biznis,416,Ekstraktivna,0.5385,0.2727,0.0769,0.2353,0.0408,0.1961,0.74
Biznis,416,Apstraktivna,0.6087,0.0909,0.0,1.0,1.0,1.0,1.0
Biznis,416,ChatGPT,0.7778,0.2727,0.1111,0.2381,0.05,0.1905,0.7468
Biznis,416,Gemini,0.56,0.1818,0.08,0.2,0.0417,0.16,0.7109
Biznis,416,Claude,0.7778,0.0909,0.0,0.2927,0.0513,0.2927,0.8017
Biznis,417,Ekstraktivna,0.3714,0.1,0.0571,0.1429,0.0294,0.1429,0.7312
Biznis,417,Apstraktivna,0.5,0.0,0.0,1.0,1.0,1.0,1.0
Biznis,417,ChatGPT,0.4815,0.3,0.0,0.2414,0.0357,0.2069,0.7393
Biznis,417,Gemini,0.4062,0.0,0.0,0.2286,0.0588,0.1714,0.7259
Biznis,417,Claude,0.5417,0.0,0.0,0.2712,0.0351,0.2034,0.7717
Biznis,418,Ekstraktivna,7.6885,0.0603,0.1639,0.1062,0.018,0.1062,0.6555
Biznis,418,Apstraktivna,11.1667,0.0352,0.1429,1.0,1.0,1.0,1.0
Biznis,418,ChatGPT,14.6562,0.0553,0.0625,0.2824,0.0482,0.2118,0.7333
Biznis,418,Gemini,9.1961,0.0352,0.1176,0.2264,0.0769,0.1698,0.6442
Biznis,418,Claude,15.129,0.0151,0.0,0.3146,0.092,0.2472,0.7851
Biznis,419,Ekstraktivna,14.1667,0.0435,0.1852,0.2718,0.0594,0.233,0.7353
Biznis,419,Apstraktivna,23.1818,0.0145,0.1212,1.0,1.0,1.0,1.0
Biznis,419,ChatGPT,28.3333,0.0261,0.2963,0.2941,0.1212,0.2647,0.7917
Biznis,419,Gemini,18.6585,0.0435,0.2927,0.2759,0.0706,0.2069,0.748
Biznis,419,Claude,24.6774,0.0058,0.0,0.2162,0.0278,0.1892,0.7658
