Kategorija,ID,Model,Compression,Coverage,Density,ROUGE-1,ROUGE-2,ROUGE-L,BERTScore
Kultura,554,Claude,1.15,0.2,0.2,0.0426,0.0,0.0426,0.6945
Kultura,555,Ekstraktivna,0.2963,0.1667,0.0,0.3191,0.0435,0.2128,0.6733
Kultura,555,Apstraktivna,0.6154,0.0833,0.0,1.0,1.0,1.0,1.0
Kultura,555,ChatGPT,0.64,0.0833,0.0,0.3,0.0345,0.2333,0.7552
Kultura,555,Gemini,1.0,0.1667,0.0,0.2692,0.04,0.1538,0.719
Kultura,555,Claude,0.8421,0.0,0.0,0.2308,0.0,0.1154,0.6904
Kultura,556,Ekstraktivna,0.5833,0.6364,0.3333,0.2381,0.1,0.2381,0.6701
Kultura,556,Apstraktivna,0.9333,0.1818,0.1333,1.0,1.0,1.0,1.0
Kultura,556,ChatGPT,1.0769,0.1818,0.1538,0.25,0.0667,0.25,0.7122
Kultura,556,Gemini,1.75,0.1818,0.25,0.3077,0.1667,0.3077,0.7309
Kultura,556,Claude,1.4,0.1818,0.2,0.4138,0.2222,0.3448,0.7535
Kultura,557,Ekstraktivna,0.325,0.3,0.05,0.2632,0.0541,0.2105,0.6909
Kultura,557,Apstraktivna,0.5909,0.1,0.0,1.0,1.0,1.0,1.0
Kultura,557,ChatGPT,0.7222,0.1,0.1111,0.3673,0.0851,0.2857,0.7579
Kultura,557,Gemini,0.9286,0.2,0.0,0.1304,0.0455,0.1304,0.6854
Kultura,557,Claude,0.7647,0.0,0.0,0.2083,0.0435,0.1667,0.7041
Kultura,558,Ekstraktivna,0.297,0.1667,0.0198,0.1529,0.0,0.1019,0.632
Kultura,558,Apstraktivna,0.7143,0.0556,0.0,1.0,1.0,1.0,1.0
Kultura,558,ChatGPT,1.6667,0.0556,0.0,0.2769,0.127,0.2462,0.7239
Kultura,558,Gemini,1.7647,0.0556,0.0,0.2727,0.0937,0.1818,0.698
Kultura,558,Claude,1.875,0.0,0.0,0.127,0.0,0.127,0.6692
Kultura,559,Ekstraktivna,0.3846,0.2222,0.0615,0.2143,0.0364,0.1607,0.6985
Kultura,559,Apstraktivna,0.8065,0.0556,0.0,1.0,1.0,1.0,1.0
Kultura,559,ChatGPT,1.1364,0.0,0.0,0.254,0.0656,0.2222,0.7059
Kultura,559,Gemini,1.6667,0.0,0.0,0.1111,0.0385,0.1111,0.6869
Kultura,559,Claude,1.3889,0.0,0.1111,0.1724,0.0357,0.1379,0.7035
