Kategorija,ID,Model,Compression,Coverage,Density,ROUGE-1,ROUGE-2,ROUGE-L,BERTScore
Politika,130,Ekstraktivna,11.6,0.0667,0.2286,0.1897,0.0,0.1379,0.6902
Politika,130,Apstraktivna,23.8824,0.0238,0.0588,1.0,1.0,1.0,1.0
Politika,130,ChatGPT,47.7647,0.019,0.1176,0.3051,0.1404,0.2034,0.7385
Politika,130,Gemini,50.75,0.0143,0.125,0.1053,0.0,0.1053,0.649
Politika,130,Claude,67.6667,0.0119,0.1667,0.037,0.0,0.037,0.6909
Politika,131,Ekstraktivna,6.85,0.0867,0.2,0.3188,0.0896,0.2319,0.7322
Politika,131,Apstraktivna,13.0476,0.0133,0.0952,1.0,1.0,1.0,1.0
Politika,131,ChatGPT,22.8333,0.0067,0.1667,0.3784,0.1143,0.3243,0.7471
Politika,131,Gemini,21.0769,0.02,0.3077,0.2222,0.0588,0.2222,0.7193
Politika,131,Claude,22.8333,0.0,0.0,0.1111,0.0,0.1111,0.7036
Politika,132,Ekstraktivna,9.8222,0.0652,0.3111,0.169,0.029,0.1127,0.6571
Politika,132,Apstraktivna,23.2632,0.0174,0.1053,1.0,1.0,1.0,1.0
Politika,132,ChatGPT,27.625,0.013,0.125,0.2927,0.0513,0.1951,0.7285
Politika,132,Gemini,29.4667,0.0174,0.0,0.1081,0.0,0.1081,0.6455
Politika,132,Claude,55.25,0.0,0.0,0.0667,0.0,0.0667,0.7147
Politika,133,Ekstraktivna,11.087,0.0517,0.2609,0.1026,0.0,0.1026,0.6721
Politika,133,Apstraktivna,21.25,0.0111,0.0,1.0,1.0,1.0,1.0
Politika,133,ChatGPT,39.2308,0.0148,0.1538,0.2439,0.0513,0.1951,0.7168
Politika,133,Gemini,42.5,0.0111,0.3333,0.0488,0.0,0.0488,0.6556
Politika,133,Claude,63.75,0.0037,0.0,0.1111,0.0,0.1111,0.6954
Politika,134,Ekstraktivna,15.5833,0.0538,0.2778,0.1791,0.0,0.1194,0.6723
Politika,134,Apstraktivna,24.3913,0.0179,0.0,1.0,1.0,1.0,1.0
Politika,134,ChatGPT,37.4,0.0215,0.4,0.2222,0.0,0.1778,0.7218
Politika,134,Gemini,46.75,0.0287,0.3333,0.0952,0.0,0.0952,0.6581
Politika,134,Claude,40.0714,0.0143,0.1429,0.186,0.0,0.093,0.687
Politika,135,Ekstraktivna,17.5128,0.0262,0.1026,0.137,0.0,0.1096,0.667
Politika,135,Apstraktivna,26.2692,0.0058,0.0769,1.0,1.0,1.0,1.0
Politika,135,ChatGPT,45.5333,0.0174,0.2667,0.093,0.0,0.093,0.6853
Politika,135,Gemini,56.9167,0.0087,0.1667,0.093,0.0,0.093,0.6833
Politika,135,Claude,56.9167,0.0029,0.0,0.1026,0.0541,0.1026,0.6772
Politika,136,Ekstraktivna,2.6957,0.2791,0.6087,0.35,0.2105,0.3,0.7093
Politika,136,Apstraktivna,4.7692,0.093,0.1538,1.0,1.0,1.0,1.0
Politika,136,ChatGPT,5.6364,0.1628,0.5455,0.3571,0.1538,0.2857,0.7393
Politika,136,Gemini,7.75,0.0465,0.25,0.24,0.1739,0.24,0.6683
Politika,136,Claude,7.75,0.0,0.0,0.0,0.0,0.0,0.6846
Politika,137,Ekstraktivna,5.5238,0.1061,0.2857,0.16,0.0,0.1067,0.6519
Politika,137,Apstraktivna,12.2105,0.0076,0.0,1.0,1.0,1.0,1.0
Politika,137,ChatGPT,14.5,0.0455,0.125,0.1429,0.0,0.0952,0.7203
Politika,137,Gemini,14.5,0.0379,0.25,0.1463,0.0,0.1463,0.6996
Politika,137,Claude,23.2,0.0,0.0,0.1765,0.0,0.1176,0.6541
Politika,138,Ekstraktivna,6.0625,0.1053,0.25,0.1618,0.0149,0.0882,0.67
Politika,138,Apstraktivna,11.2791,0.0431,0.0465,1.0,1.0,1.0,1.0
Politika,138,ChatGPT,32.3333,0.0191,0.1333,0.1846,0.0317,0.1538,0.7181
Politika,138,Gemini,30.3125,0.0335,0.375,0.2353,0.1212,0.2353,0.7272
Politika,138,Claude,37.3077,0.0191,0.0,0.1791,0.0308,0.1194,0.6609
Politika,139,Ekstraktivna,12.8525,0.0616,0.2295,0.2342,0.0917,0.1982,0.693
Politika,139,Apstraktivna,26.1333,0.0168,0.1333,1.0,1.0,1.0,1.0
Politika,139,ChatGPT,56.0,0.0084,0.0,0.1176,0.0,0.1176,0.6376
Politika,139,Gemini,56.0,0.0168,0.1429,0.1538,0.08,0.1538,0.7001
Politika,139,Claude,65.3333,0.0028,0.0,0.0417,0.0,0.0417,0.6292
